customerID,MonthlyCharges,Contract,Churn,PredictedRisk
7416-CKTEP,19.6,Two year,0,0.018473420118922848
2586-CWXVV,30.4,Month-to-month,0,0.2640399766124019
3096-IZETN,78.1,Month-to-month,1,0.7385446700749928
2348-KCJLT,61.5,One year,0,0.10593684220811375
8401-EMUWF,69.4,Month-to-month,0,0.280472037712226
4193-IBKSW,24.75,Two year,0,0.007864034071954237
5377-NDTOU,91.05,Two year,0,0.027255074130995708
5922-ABDVO,89.65,Month-to-month,1,0.7511759328568801
2474-LCNUE,73.65,Month-to-month,0,0.5828073949320095
0839-QNXME,19.4,Two year,0,0.03956168083801086
3506-OVLKD,26.2,One year,0,0.08329184569338698
9172-ANCRX,98.7,Month-to-month,1,0.868186602537841
6650-VJONK,43.85,Month-to-month,0,0.6665907580250582
2178-PMGCJ,69.7,Month-to-month,0,0.6959271364051749
7492-TAFJD,38.55,Two year,0,0.17012399570406914
2773-MADBQ,53.1,Two year,0,0.1016865274244724
6016-LVTJQ,20.65,Month-to-month,0,0.1105890231107961
7860-KSUGX,64.45,Two year,0,0.017330732088694293
8966-KZXXA,25.1,Two year,0,0.033751459849916204
6910-HADCM,76.35,Month-to-month,1,0.8024527114366933
4816-LXZYW,79.15,Month-to-month,1,0.771911061238621
9606-PBKBQ,85.0,Month-to-month,1,0.8312612197771287
5149-QYTTU,95.15,One year,0,0.10491003288935202
2070-XYMFH,79.35,Month-to-month,0,0.762656881712979
2085-BOJKI,96.65,One year,0,0.6646964483566069
0817-HSUSE,75.5,Month-to-month,0,0.7537179877692346
5442-PPTJY,19.7,Two year,0,0.07211003604085514
1927-QEWMY,20.5,Two year,0,0.007043026083114181
1663-MHLHE,19.2,Month-to-month,0,0.39519933149510295
5663-QBGIS,98.35,Two year,0,0.1882423191148212
4450-MDZFX,74.35,Month-to-month,0,0.337728317600056
6701-DHKWQ,51.35,Two year,0,0.034466453796953574
7554-AKDQF,45.65,Month-to-month,0,0.5452498656511677
3536-IQCTX,85.3,Month-to-month,1,0.7783490133582884
4911-BANWH,86.55,Month-to-month,1,0.6805025420636156
8496-EJAUI,73.85,Month-to-month,1,0.6800988113962909
0794-YVSGE,20.3,Two year,0,0.005703054304693037
5423-BHIXO,54.2,Month-to-month,0,0.5099262079501659
6908-VVYHM,90.65,Month-to-month,0,0.6028871324672578
2959-EEXWB,50.9,Month-to-month,0,0.35469430439160227
1839-UMACK,25.05,One year,0,0.0913227370683682
3030-YDNRM,74.85,Month-to-month,0,0.8659164102044774
7321-KKSDU,20.5,Two year,0,0.03148499266057502
3402-XRIUO,63.55,Month-to-month,0,0.3737414151431018
3132-TVFDZ,44.85,Month-to-month,1,0.5396602874335962
8286-AFUYI,47.95,Month-to-month,0,0.5872776936942657
8080-DDEMJ,45.1,Month-to-month,1,0.7071500389145929
8356-WUAOJ,45.0,Month-to-month,0,0.7414904292627881
6365-MTGZX,96.0,Month-to-month,1,0.784153097534332
1349-WXNGG,20.05,Month-to-month,1,0.3783834368915691
8058-DMYRU,90.05,Month-to-month,0,0.704076551320897
9350-ZXYJC,25.3,Two year,0,0.17780643039983432
6990-YNRIO,108.65,Two year,1,0.10060431675009371
8958-JPTRR,24.3,One year,0,0.05326052695730602
6959-GQEGV,75.95,Month-to-month,0,0.4170815344879283
3173-WSSUE,19.7,Two year,0,0.0058694750994719045
1265-HVPZB,66.4,One year,0,0.06934435278153814
4115-UMJFQ,35.75,One year,0,0.08249111030184897
7369-TRPFD,18.8,One year,0,0.12712764642805893
1098-KFQEC,19.4,Two year,0,0.011502427115532345
7190-XHTWJ,19.3,One year,0,0.06003903165911579
0621-TWIEM,45.55,Month-to-month,1,0.670939372152887
3537-RYBHH,67.45,Month-to-month,0,0.24610471344277884
2485-ITVKB,35.1,Month-to-month,1,0.8555825471822737
3669-OYSJI,46.2,Month-to-month,1,0.5751723340044986
1612-EOHDH,45.15,Month-to-month,1,0.6673294456578669
6702-OHFWR,43.3,Month-to-month,1,0.85977978837173
5296-BFCYD,20.1,Two year,0,0.025053098370800844
4510-PYUSH,57.15,Month-to-month,1,0.24817320118740416
9359-JANWS,58.9,Two year,0,0.016153927277663602
7517-SAWMO,73.2,Month-to-month,1,0.71081501082844
4143-HHPMK,85.35,Month-to-month,1,0.6089065996277349
3279-DYZQM,19.45,Two year,0,0.006378895573461141
7054-LGEQW,45.95,Month-to-month,1,0.5818023131388623
0523-VNGTF,50.5,Month-to-month,0,0.3800409346242194
9575-IWCAZ,25.1,One year,0,0.245430639237252
7105-MXJLL,60.7,One year,0,0.2964015751884572
7064-FRRSW,99.0,One year,0,0.6492466806720448
7940-UQQUG,104.4,One year,0,0.24279590062071296
0923-PNFUB,83.75,Month-to-month,1,0.8182110202996432
3961-SXAXY,44.05,Month-to-month,0,0.6656003812164407
7010-BRBUU,24.1,Two year,0,0.007907784823760916
3566-HJGPK,45.55,Month-to-month,0,0.6697242140972327
3062-ICYZQ,93.8,Month-to-month,0,0.5327599189918443
9938-PRCVK,19.7,Two year,0,0.020467371853167514
0973-KYVNF,70.65,Two year,0,0.023696499399442877
5129-HHMZC,86.45,Two year,0,0.06744075062567399
9637-CDTKZ,114.1,Two year,0,0.13156638766985093
3946-JEWRQ,95.2,One year,0,0.5563140879806497
7873-CVMAW,88.55,Two year,0,0.033533050023814244
0463-WZZKO,20.75,Month-to-month,0,0.435112032396837
3494-JCHRQ,70.05,Month-to-month,1,0.8636590898521099
6474-FVJLC,86.0,Month-to-month,1,0.9069403965502166
4524-QCSSM,44.65,Month-to-month,0,0.4818040285913067
5832-EXGTT,60.2,Month-to-month,0,0.3535255814425573
8840-DQLGN,100.5,Month-to-month,1,0.561873892570255
2039-JONDJ,55.45,One year,0,0.1294460976917696
7217-JYHOQ,70.3,Month-to-month,0,0.2738367914345093
6695-FRVEC,60.4,Two year,0,0.01669564521107837
4547-LYTDD,72.65,Month-to-month,1,0.7867515422917141
9894-QMIMJ,55.8,One year,0,0.19548811712742958
8069-YQQAJ,31.1,Month-to-month,0,0.6297112774213494
6770-XUAGN,21.0,Month-to-month,1,0.4937189948288088
4193-ORFCL,45.1,Month-to-month,1,0.6227677343602117
1636-NTNCO,50.95,Month-to-month,0,0.8194731313780536
3466-WAESX,69.1,Month-to-month,0,0.5664618376239992
9281-PKKZE,43.95,Month-to-month,0,0.5955524057818623
3638-VBZTA,86.5,Two year,0,0.039718668168058816
7459-IMVYU,69.95,Month-to-month,0,0.23170970363899238
7776-QWNFX,50.4,Month-to-month,1,0.4083906366558865
6689-TCZHQ,78.95,Month-to-month,1,0.8554234037102446
8563-OYMQY,90.95,Month-to-month,0,0.7376772449717567
0754-EEBDC,19.9,Two year,0,0.09739465197512862
5777-ZPQNC,20.15,One year,0,0.21070501127257357
1951-IEYXM,90.6,Two year,0,0.03674703304039234
3318-NMQXL,92.0,Month-to-month,0,0.9012712667883982
3143-ILDAL,94.45,Month-to-month,1,0.579102493008393
1022-RKXDR,24.85,One year,0,0.09205729764441502
2361-FJWNO,36.0,One year,0,0.12485186450674243
2272-UOINI,78.5,Month-to-month,0,0.6022847925210267
8232-UTFOZ,19.95,Two year,0,0.008121087477607414
3750-YHRYO,20.65,One year,0,0.1610159506355426
6637-KYRCV,30.5,Month-to-month,0,0.733706589178258
5668-MEISB,106.1,Two year,0,0.05402937101541716
0129-QMPDR,20.5,One year,0,0.050772805433284746
7188-CBBBA,95.5,One year,0,0.4037991262024764
5356-CSVSQ,64.6,Month-to-month,0,0.6765843176923428
3221-CJMSG,51.1,Month-to-month,0,0.37131749957497834
4720-VSTSI,84.8,Month-to-month,1,0.558905267723679
3219-JQRSL,89.1,Two year,0,0.037799625089442936
2801-NISEI,54.95,Month-to-month,0,0.30074392481430173
3946-MHCZW,50.9,Month-to-month,1,0.5783225921705148
4623-ZKHLY,20.45,Month-to-month,0,0.2631302576990123
6732-VAILE,85.95,Two year,0,0.054078287473984306
8201-AAXCB,60.35,Month-to-month,0,0.5337044344805377
7696-CFTAT,19.8,Two year,0,0.024858543982947033
1845-CSBRZ,85.35,Month-to-month,0,0.7076411438103992
2123-VSCOT,72.1,Two year,0,0.05476549022899593
6651-AZVTJ,99.8,Month-to-month,1,0.7428684060233758
4566-GOLUK,107.35,Month-to-month,1,0.5964877129515381
2484-DGXPZ,19.55,Month-to-month,1,0.16835756647659925
2018-QKYGT,81.05,Month-to-month,0,0.865121473629769
2792-VPPET,20.5,Month-to-month,0,0.5370644408039517
7409-JURKQ,111.8,One year,0,0.3944502417131947
3247-MHJKM,20.2,Month-to-month,0,0.3898903602522685
1964-SVLEA,19.7,One year,0,0.16396054056484372
4587-NUKOX,79.1,Month-to-month,1,0.7666243081514036
7297-DVYGA,19.85,One year,0,0.04603392163234173
2239-CGBUZ,60.5,One year,0,0.062584000930981
0854-UYHZD,19.55,Two year,0,0.06733718171643747
7243-LCGGZ,20.9,Month-to-month,0,0.37860229691455616
8267-KFGYD,21.05,Month-to-month,0,0.41076963336504574
4890-VMUAV,71.5,One year,0,0.061584199703299196
9261-WDCAF,54.65,Month-to-month,0,0.6393522711554088
3764-MNMOI,19.2,Two year,0,0.021346190122618226
7442-YGZFK,49.8,Month-to-month,0,0.7121097098778137
0420-BWTPW,25.5,Month-to-month,1,0.5935417141585971
8229-BUJHX,20.5,Two year,0,0.005877847091164722
7449-HVPIV,90.4,Month-to-month,0,0.54260184926716
5504-WSIUR,90.25,One year,0,0.17639614942858026
8183-ONMXC,80.75,Month-to-month,1,0.8427222706914961
8466-PZBLH,104.6,Two year,0,0.09391627533056132
9614-RMGHA,91.85,Month-to-month,1,0.4913979779814499
8735-IJJEG,50.2,Month-to-month,0,0.4557805439176347
0564-MUUQK,95.5,Month-to-month,0,0.6833579793464262
5054-IEXZT,75.35,Month-to-month,1,0.8094180234279105
5834-ASPWA,75.45,Month-to-month,1,0.8882392894057582
0701-RFGFI,95.4,Month-to-month,0,0.6479791422936184
0019-EFAEP,101.3,Two year,0,0.11464231640162631
5619-PTMIK,53.1,Month-to-month,0,0.26642528777812685
3737-XBQDD,84.85,Month-to-month,0,0.6937342234606142
5882-CMAZQ,34.25,Month-to-month,0,0.5863191012413512
5846-QFDFI,88.6,Month-to-month,0,0.41724936585348066
4445-KWOKW,60.15,One year,0,0.13475655494755756
3511-APPBJ,99.95,One year,0,0.53616614253921
7967-HYCDE,70.7,Month-to-month,0,0.7050972312018091
2430-RRYUW,54.8,One year,0,0.05230451403959073
3948-XHGNA,49.55,Month-to-month,1,0.3609024049983638
3723-BFBGR,54.8,Month-to-month,0,0.43791535545290305
0565-IYCGT,78.6,One year,1,0.06933980593806265
5447-WZAFP,100.3,One year,0,0.4094811028386934
5110-CHOPY,53.6,Two year,0,0.09331014108823316
5445-UTODQ,81.1,Month-to-month,1,0.8644971836665921
4425-OWHWB,19.35,One year,0,0.15402665192191897
7892-QVYKW,85.6,Month-to-month,0,0.7479116684535677
9675-ICXCT,80.8,Two year,0,0.04364102286646832
1024-VRZHF,74.95,Month-to-month,1,0.8575661552463164
4703-MQYKT,19.6,Two year,0,0.061198814900684434
9497-QCMMS,93.55,Month-to-month,1,0.9389216975278944
5692-ICXLW,90.7,Month-to-month,0,0.8111550979726089
0602-DDUML,69.75,Two year,0,0.037804912989555475
2208-MPXIO,20.0,Two year,0,0.02395317244045665
1960-UYCNN,95.25,Month-to-month,0,0.8685170909018748
0348-SDKOL,102.1,Month-to-month,1,0.5876804478325651
3190-FZATL,19.95,Month-to-month,0,0.2275204847528209
7336-RLLRH,80.85,One year,0,0.23326931664470438
4373-MAVJG,90.9,Month-to-month,1,0.7581143684679755
8901-HJXTF,29.2,Month-to-month,1,0.5160436349876095
7710-JSYOA,93.3,Two year,0,0.11071428278768089
5419-KLXBN,89.15,Month-to-month,1,0.6386074428735989
3424-NMNBO,108.85,One year,1,0.5051031274272557
9885-MFVSU,46.35,Two year,0,0.08834846677861195
4514-GFCFI,84.75,Month-to-month,1,0.8803337734707145
0607-MVMGC,78.75,One year,0,0.19763038391850815
3365-SAIGS,83.55,Month-to-month,0,0.805438919991796
9828-AOQLM,45.7,Month-to-month,1,0.6917532410529867
8022-BECSI,19.6,One year,0,0.11367344131537815
8000-REIQB,69.95,Month-to-month,1,0.8774316948964821
9993-LHIEB,67.85,Two year,0,0.019482859915364168
0266-CLZKZ,105.65,Two year,0,0.16185008557402147
7615-ESMYF,44.6,Month-to-month,1,0.842578504769005
3858-VOBET,74.95,Month-to-month,1,0.802905867149807
7020-OZKXZ,75.5,Month-to-month,0,0.7144418748297385
3977-QCRSL,20.15,Month-to-month,0,0.34441154737094537
0017-DINOC,45.2,Two year,0,0.042511851870582394
1447-PJGGA,95.25,Two year,1,0.3319534495912031
8565-CLBZW,89.85,Month-to-month,1,0.7816191034863373
9139-WQQDY,100.45,One year,1,0.3771381120980095
0224-HJAPT,47.15,Month-to-month,1,0.7072615283137977
8086-OVPWV,80.2,Month-to-month,1,0.8872873979231556
9430-FRQOC,87.1,Month-to-month,1,0.7185067035167508
7639-OPLNG,79.25,Two year,0,0.028395894952536836
3074-GQWYX,75.9,Month-to-month,1,0.822880040228876
1492-QGCLU,85.7,Month-to-month,0,0.25164217413156104
6845-RGTYS,98.75,Month-to-month,1,0.6155604039459464
7328-OWMOM,20.1,One year,0,0.05936889570152538
4418-LZMSV,61.8,Month-to-month,0,0.289281549843568
5155-AZQPB,49.9,Month-to-month,0,0.35664778445852646
8861-HGGKB,86.45,Month-to-month,1,0.8411011801281274
1087-GRUYI,20.4,Two year,0,0.02943376411130907
7065-YUNRY,45.3,Month-to-month,1,0.6638229073971702
7694-VLBWQ,104.1,One year,1,0.42359640274090854
2546-KZAAT,75.4,One year,0,0.15448452833737858
0181-RITDD,108.15,Two year,0,0.08235574375844637
5989-PGKJB,86.25,Month-to-month,0,0.807742130390743
4795-KTRTH,81.0,Month-to-month,1,0.8711346942371386
8272-ONJLV,95.7,One year,0,0.7107817627925096
1488-PBLJN,116.85,Two year,0,0.10640216884545897
0308-GIQJT,105.75,One year,0,0.2623835742727654
3778-FOAQW,20.15,One year,0,0.10292091156281077
4452-ROHMO,19.6,Two year,0,0.07606762095142107
6481-OGDOO,90.6,One year,1,0.19141501209103787
3090-LETTY,60.95,Month-to-month,0,0.42493096885114245
5349-AZPEW,25.05,Month-to-month,0,0.6213856762387565
3753-TSEMP,88.15,Month-to-month,1,0.8356268660974088
8305-VHZBZ,20.2,Month-to-month,1,0.47201823237254265
9720-JJJOR,60.3,One year,0,0.09445001728050799
8100-HZZLJ,63.95,Month-to-month,0,0.2883740799134631
8775-ERLNB,74.3,Month-to-month,0,0.8736360109184714
8309-IEYJD,70.6,Month-to-month,0,0.8328157047495064
9172-JITSM,90.8,Month-to-month,1,0.7964883572124537
6298-QDFNH,79.35,Month-to-month,1,0.786529662004138
7398-HPYZQ,90.55,Two year,0,0.03452855799463701
3546-GHEAE,19.45,Two year,0,0.10663194160798065
7361-YPXFS,64.45,Month-to-month,0,0.3224057709714157
6557-BZXLQ,69.65,Month-to-month,0,0.7647345967061598
2550-QHZGP,19.5,One year,0,0.19497591431733374
7519-JTWQH,110.5,Two year,0,0.1774255067429782
2538-OIMXF,24.7,Month-to-month,0,0.6567978390953316
8543-MSDMF,77.4,Month-to-month,0,0.7193277286016327
9961-JBNMK,96.8,Month-to-month,1,0.810261725102634
1170-SASML,85.4,Month-to-month,0,0.37763613241357963
4872-JCVCA,47.6,Two year,0,0.020403977557685832
5346-BZCHP,19.4,Two year,0,0.006736484444639391
2038-LLMLM,103.85,Month-to-month,0,0.7244507093094309
6173-ITPWD,83.35,Month-to-month,1,0.555530648753843
9734-UYXQI,49.4,Month-to-month,1,0.7772786392773654
1216-BGTSP,108.45,Month-to-month,0,0.5800721360287033
4138-NAXED,81.0,Month-to-month,0,0.41992362033699465
2189-UXTKY,79.2,Month-to-month,1,0.5903269282017936
0744-BIKKF,86.65,Two year,0,0.034053827146632444
7483-IQWIB,92.95,Month-to-month,0,0.7206489179599505
5248-KWLAR,90.35,Two year,0,0.04021953467390941
4958-GZWIY,48.7,Month-to-month,1,0.5706234207266622
7996-MHXLW,25.15,Two year,0,0.01673325523348242
7833-PKIHD,76.4,One year,0,0.1063160598158274
7061-OVMIM,19.55,One year,0,0.06417375237633594
5153-RTHKF,85.35,Month-to-month,0,0.7273933205960914
1852-QSWCD,24.8,Two year,0,0.015775173052512453
4832-VRBMR,103.15,One year,0,0.46063976014223634
9079-LWTFD,100.75,Month-to-month,0,0.37187880792033545
6356-ELRKD,95.6,Month-to-month,1,0.8632218032235612
8624-GIOUT,59.75,Month-to-month,1,0.20759945976433827
3392-EHMNK,94.1,Two year,0,0.08371056374639255
5986-WWXDV,19.35,One year,0,0.04551974471548601
3061-BCKYI,19.9,Month-to-month,0,0.2712591255968998
6179-GJPSO,108.15,Month-to-month,1,0.5010427462760141
7901-TBKJX,101.05,Month-to-month,0,0.7723891020178478
7228-PAQPD,59.1,One year,0,0.2736467834203539
3177-LASXD,71.35,Month-to-month,1,0.8098783855537658
7746-QYVCO,55.85,One year,0,0.20461866585688168
5804-HYIEZ,106.05,Month-to-month,0,0.5187979926364731
9919-FZDED,84.1,Two year,0,0.06981186770731064
5934-TSSAU,75.3,Month-to-month,0,0.6145612624891914
3486-KHMLI,24.7,Month-to-month,0,0.22013392631316991
4897-QSUYC,20.15,Month-to-month,1,0.46429644759996086
1084-UQCHV,69.75,Month-to-month,1,0.7082767264333553
8290-YWKHZ,93.2,Month-to-month,1,0.8675994367979485
2955-BJZHG,80.85,Month-to-month,1,0.7375474617174573
3806-DXQOM,33.65,Month-to-month,1,0.7070350444438507
6784-XYJAE,55.8,One year,0,0.2515834241644002
3933-DQPWX,39.7,Two year,0,0.04461377123804122
6661-EIPZC,29.5,Month-to-month,0,0.21613919158821998
8957-THMOA,20.15,Two year,0,0.01364314188811175
2251-PYLPB,79.55,Two year,0,0.024210507709998715
5555-RNPGT,24.8,Month-to-month,0,0.2969099886115224
1057-FOGLZ,19.65,Month-to-month,0,0.23549163439896273
9300-RENDD,79.95,Month-to-month,1,0.8876940716167472
0761-AETCS,19.3,Month-to-month,1,0.4720993308521968
8087-LGYHQ,94.05,Month-to-month,0,0.8873882813737171
4137-BTIKL,90.75,Month-to-month,0,0.7640398242590638
2190-BCXEC,78.85,Month-to-month,0,0.5409182462511476
6227-FBDXH,99.5,One year,0,0.3347581183178395
2153-MREFK,99.2,One year,1,0.46662083117437614
2911-WDXMV,80.55,Month-to-month,0,0.7066772932272267
7206-PQBBZ,70.2,Month-to-month,0,0.8466999374392009
3106-ULWFW,85.2,Month-to-month,1,0.8451835229356812
0925-VYDLG,75.25,Month-to-month,1,0.8390876180873177
4547-FZJWE,59.45,One year,0,0.06683779083881518
7422-WNBTY,93.35,Month-to-month,0,0.788107044857654
0842-IWYCP,44.95,Month-to-month,0,0.20709153741474667
3521-HTQTV,26.1,Two year,0,0.044745759010808385
3744-ZBHON,20.2,Month-to-month,0,0.4464896084831969
3373-DIUUN,21.25,Two year,0,0.034594464744211066
8383-SGHJU,59.4,One year,0,0.1609966936209277
7607-QKKTJ,95.0,One year,0,0.40691496156636214
7707-PYBBH,61.9,Month-to-month,0,0.17714027057599557
8984-HPEMB,118.65,Two year,0,0.18082135877674893
4349-GFQHK,54.35,Month-to-month,1,0.717949175133757
4139-DETXS,64.45,Two year,0,0.023823229609358412
9779-DPNEJ,80.15,Month-to-month,0,0.7736073597711799
9805-FILKB,20.2,One year,0,0.04661172821850581
5793-YOLJN,21.0,Two year,0,0.01201583473349044
0673-IGUQO,20.45,Month-to-month,0,0.38856713079226113
4123-FCVCB,75.85,One year,0,0.48382482511573194
8819-IMISP,80.45,Month-to-month,0,0.7325516037394785
7802-EFKNY,24.95,Month-to-month,1,0.8081900485957872
8311-UEUAB,75.5,Two year,0,0.08747426852208194
5858-EAFCZ,44.45,Month-to-month,0,0.5976540814853053
8035-BUYVG,42.35,One year,1,0.21924510853657353
1163-ONYEY,74.55,Month-to-month,0,0.27753319266747356
9787-XVQIU,75.3,Month-to-month,1,0.8885703894441755
8945-MUQUF,94.8,One year,1,0.41495415501052896
5656-MJEFC,48.15,Two year,0,0.05408790382151746
6082-OQFBA,19.65,One year,0,0.09034119264435532
8051-HJRLT,70.55,Month-to-month,1,0.8759877737327011
8974-OVACP,20.15,Month-to-month,0,0.3825386793705862
4010-YLMVT,106.6,Month-to-month,0,0.5359682804036412
1379-FRVEB,91.0,Month-to-month,0,0.8199689005077321
8612-GXIDD,25.4,Two year,0,0.11500127706953994
6288-CHQJB,69.95,Two year,0,0.02647607738838252
8160-HOWOX,66.85,Month-to-month,0,0.7794604529579975
3023-GFLBR,86.15,Month-to-month,1,0.5968036344604503
6648-INWPS,20.15,Month-to-month,0,0.2813741605597276
4223-BKEOR,64.85,One year,0,0.18331513007550884
4079-VTGLK,74.85,Two year,0,0.3113718000170726
1763-WQFUK,50.5,Month-to-month,0,0.5696225529110436
1391-UBDAR,72.9,Month-to-month,0,0.7689219026398485
8894-JVDCV,115.05,One year,0,0.2734043352311042
2023-VQFDL,19.0,Month-to-month,0,0.3118306671348233
1345-GKDZZ,19.55,Month-to-month,0,0.2948403832287692
2014-MKGMH,101.1,One year,0,0.6406203959135001
5628-FCGYG,84.1,Month-to-month,0,0.8539345273161155
2560-WBWXF,24.15,Two year,0,0.015550230130626334
0248-IPDFW,50.1,Month-to-month,0,0.780527077555913
7978-DKUQH,74.6,Month-to-month,0,0.7390501931065754
4335-UPJSI,19.75,Two year,0,0.04260069294255315
0524-IAVZO,85.0,Month-to-month,1,0.8174485877078116
2737-YNGYW,80.55,Month-to-month,1,0.8439910852639662
1784-EZDKJ,106.8,One year,0,0.4969893501598913
9297-FVVDH,84.5,Two year,0,0.08754675936067988
8007-YYPWD,25.05,Two year,0,0.08975699523018729
7101-HRBLJ,83.7,Two year,0,0.027648060071203108
5159-YFPKQ,75.8,Month-to-month,1,0.8482555770331685
6635-CPNUN,96.6,Month-to-month,0,0.6508993753064969
4021-RQSNY,98.5,Month-to-month,1,0.8819237101992551
5453-YBTWV,101.1,Two year,0,0.05872718472801326
5039-LZRQT,20.2,One year,0,0.15269191944101823
2931-VUVJN,94.05,One year,0,0.25991195731709366
9061-TIHDA,95.25,Month-to-month,1,0.9163460086205193
8699-ASUFO,74.4,Month-to-month,1,0.8500630341290141
6418-PIQSP,81.0,Two year,0,0.036656769704313974
8220-OCUFY,60.25,One year,0,0.23042566802537506
3995-WFCSM,60.85,Month-to-month,0,0.6991451529339601
1895-QTKDO,43.95,Month-to-month,0,0.5795568174699478
2038-OEQZH,86.05,Month-to-month,0,0.8311321382847205
1178-PZGAB,20.25,One year,0,0.11676726800173529
7927-AUXBZ,85.15,Month-to-month,1,0.6246680177515761
2626-VEEWG,19.4,Two year,0,0.009955603685559275
2878-RMWXY,102.65,Two year,0,0.1434878536394917
1657-DYMBM,19.9,Two year,0,0.01622695252127219
7311-MQJCH,19.55,One year,0,0.2657051789045589
7375-WMVMT,95.5,Two year,0,0.11585068526671287
1136-XGEQU,84.15,One year,0,0.17114817581993028
2530-FMFXO,103.2,Two year,0,0.3051350296303965
6844-DZKRF,50.2,Month-to-month,0,0.5674897027469392
4695-WJZUE,88.55,Month-to-month,1,0.917304629394322
7619-ODSGN,54.75,Month-to-month,1,0.38660174957954346
5970-GHJAW,19.95,Two year,0,0.016907781537162114
8879-XUAHX,116.25,Two year,0,0.19970537458608884
3689-MOZGR,31.2,Month-to-month,0,0.5158177846333778
4195-PNGZS,24.45,Two year,0,0.008990225191877893
5003-XZWWO,84.2,Two year,0,0.04882724470407476
3988-RQIXO,91.3,Month-to-month,1,0.9170903230585812
7622-FWGEW,85.65,Two year,0,0.06221740176509692
6922-NCEDI,21.2,One year,0,0.032651537006826804
2514-GINMM,79.5,Month-to-month,1,0.8886890260918396
9891-NQDBD,25.55,One year,0,0.11105782375008744
6131-IUNXN,20.2,Month-to-month,0,0.19008336832311348
8548-AWOFC,63.85,Month-to-month,0,0.22510354958431597
9798-DRYDS,61.95,One year,0,0.26953682948172203
8532-UEFWH,25.75,Two year,0,0.018524245023606115
6296-DDOOR,58.2,One year,0,0.3626356005030092
7951-VRDVK,85.85,One year,0,0.12013175836807204
5931-FLJJF,70.1,Month-to-month,1,0.8133799278460152
4815-YOSUK,104.9,One year,0,0.14811216859992227
2659-VXMWZ,111.3,One year,1,0.3576382809120643
0380-NEAVX,99.85,One year,0,0.6617265443571512
3207-OYBWH,95.25,Month-to-month,1,0.5977062921995702
4285-GYRQC,86.25,Month-to-month,1,0.8585610339484441
7216-EWTRS,100.8,Month-to-month,1,0.9322235670025111
4365-MSDYN,19.55,Month-to-month,0,0.3951436299680251
7036-TYDEC,104.0,Two year,0,0.20424558768301865
5802-ADBRC,104.4,One year,0,0.4481103722636186
8076-FEZKJ,19.5,One year,0,0.17701210034198148
5197-YPYBZ,25.25,Two year,0,0.08204827559162435
8337-MSSXB,86.3,Month-to-month,1,0.8166599875485816
4312-GVYNH,49.85,Two year,0,0.033679329739999056
8495-LJDFO,108.95,Month-to-month,0,0.49976859265587475
0839-JTCUD,89.9,Two year,0,0.03104625750324644
5494-WOZRZ,82.0,Two year,0,0.030900843139310335
1302-UHBDD,89.95,Month-to-month,0,0.8282644898873147
2234-EOFPT,79.35,Two year,0,0.03437298291367129
8619-IJNDK,64.05,Two year,0,0.009444911812590318
8378-LKJAF,101.15,Month-to-month,0,0.7207353540509277
8182-BJDSI,89.95,Month-to-month,1,0.8038106648954342
2528-HFYZX,76.45,Month-to-month,1,0.7894161425839952
1153-GNOLC,39.1,One year,0,0.42928545380713024
3298-QEICA,34.6,Two year,0,0.08210580058968597
0788-DXBFY,19.55,One year,0,0.04292501784084219
3597-YASZG,104.45,Two year,0,0.20435706389421027
3496-LFSZU,70.5,Month-to-month,0,0.8063223742898807
5242-UOWHD,20.35,Two year,0,0.018742848726727924
2482-CZGBB,70.0,Month-to-month,1,0.82769324673158
6479-SZPLM,19.45,Two year,0,0.026311090380015844
8097-VBQTZ,69.9,Month-to-month,0,0.15900007924309542
4500-HKANN,59.7,Two year,0,0.09206251291224761
9917-KWRBE,78.35,One year,0,0.14604071935389126
3420-ZDBMA,71.45,Month-to-month,0,0.8169707847851132
2212-LYASK,45.85,One year,0,0.33310738020581127
1393-IMKZG,95.85,Month-to-month,0,0.870563829280423
8069-RHUXK,35.7,Two year,0,0.015210279757244509
3398-GCPMU,89.55,Two year,0,0.04224412881258919
2908-WGAXL,24.95,Two year,0,0.020596491016172357
3378-AJRAO,24.85,One year,0,0.0701910755020523
1013-QCWAM,100.8,Month-to-month,0,0.7031853020166943
0866-QLSIR,64.4,One year,1,0.13638028880113015
6050-FFXES,105.35,Two year,0,0.15085397590320948
7181-BQYBV,102.45,Month-to-month,1,0.8686871099850729
0362-RAOQO,19.65,Two year,0,0.02644423584235696
9554-DFKIC,54.45,Month-to-month,0,0.3218880359017326
5527-ACHSO,70.5,Month-to-month,0,0.5360408360452991
0829-DDVLK,20.1,One year,0,0.13567523226274233
1399-UBQIU,69.35,Month-to-month,0,0.7631039839589872
1813-JLKWR,19.8,One year,0,0.016165690522501608
0336-PIKEI,74.4,Two year,0,0.019956694384605542
7322-OCWHC,93.05,Two year,0,0.07938102496793313
9537-VHDTA,51.2,Month-to-month,0,0.4183081856289774
4957-TIALW,65.6,One year,0,0.1072398106242369
2054-PJOCK,80.55,One year,0,0.13118436530009747
9150-HEPMB,52.7,One year,0,0.0630192593383848
9030-QGZNL,20.85,Two year,0,0.09654074289840937
6204-IEUXJ,80.1,Month-to-month,1,0.647535873532251
3126-WQMGH,52.15,Month-to-month,0,0.29783056556379806
4529-CKBCL,80.2,Month-to-month,1,0.8804883623394064
